Model,Train_Time_Sec,Inference_Time_Sec
Logistic_Regression,5.4260547161102295,0.0029883384704589844
Decision_Tree,0.7258028984069824,0.003070831298828125
Random_Forest,7.3140647411346436,0.06600069999694824
